tx,timestamp,block,output_amount0,output_amount1,output_liquidity,params
0x215d31f0f39def619c3f5ff86fcbd1d7fd18499517ed791739d7a7e827f185bf,2023-05-02 08:28:32.000 UTC,2.785325e+07,152634076194231238,38185543793522715502,93188053224979719699,"{""tokenId"":65952,""amount0Desired"":152634076194231238,""amount1Desired"":38185543793522715502,""amount0Min"":149676169916241925,""amount1Min"":37451944135290542888,""deadline"":1683017300}"
0xb2845696451b40080707ffdc54455c06d27d06d5a935e58f1c282fa51a78eea9,2023-05-02 08:24:17.000 UTC,2.7853165e+07,3313328322830152193,2652104598198633274,52585463855571739229,"{""tokenId"":63004,""amount0Desired"":3313328322830152193,""amount1Desired"":2652104598198633274,""amount0Min"":3230634160665404392,""amount1Min"":2443628826938411760,""deadline"":1683017036}"
0x16b7a2fd29a8039c0437641e438d0a9c213fffe3eb12350a7cc08ee297cb2031,2023-05-02 08:21:23.000 UTC,2.7853107e+07,3198364081996666349222,44247674106456026382210,13216310901820104910433086,"{""tokenId"":65900,""amount0Desired"":3199912362518072204962,""amount1Desired"":44247674106456026382210,""amount0Min"":0,""amount1Min"":33780725906761603853200,""deadline"":1683016865}"
0x3e6d86d71069b321b2bb989e30ac09bc5e0d6f6f6145e780f509bc4ed6c6a1e8,2023-05-02 08:12:59.000 UTC,2.7852939e+07,23829875530983796222,0,663641695056968850526,"{""tokenId"":62135,""amount0Desired"":23829875530983796222,""amount1Desired"":0,""amount0Min"":0,""amount1Min"":0,""deadline"":1683016361}"
0x9644135e76e071b57b85068590d1281de1c9556112c8c32c618997b361f1262e,2023-05-02 08:14:20.000 UTC,2.7852966e+07,23829875530983796222,0,532109146241043258747,"{""tokenId"":47114,""amount0Desired"":23829875530983796222,""amount1Desired"":0,""amount0Min"":5681925165987722764,""amount1Min"":0,""deadline"":1683016445}"
0x166debf197e0f4af6bfca65357759308759476bd384386f0e3f9de11837c200c,2023-05-02 08:13:47.000 UTC,2.7852955e+07,10188726364745767,749545476566817509,70194052077164560530,"{""tokenId"":65936,""amount0Desired"":10188726364745767,""amount1Desired"":749545476566817509,""amount0Min"":0,""amount1Min"":0,""deadline"":1683016385}"
0xd68c37d19db3d300ac254057faf3783d8fcbf1e28618b4c0fa88e5da5cb8fb01,2023-05-02 08:12:11.000 UTC,2.7852923e+07,40416496184478715757,283176182683615077,2099720811121364727718,"{""tokenId"":62137,""amount0Desired"":40416496184478715757,""amount1Desired"":284516240809830214,""amount0Min"":0,""amount1Min"":0,""deadline"":1683016310}"
0xd277d0c316d0732fba2eea46d4f55fb6937e2fe0a50a6ec2e224008fa4261c0c,2023-04-28 07:52:46.000 UTC,2.7737485e+07,324035829352240436472,1001003720000000000001,5426216580501493838601,"{""tokenId"":59199,""amount0Desired"":324035829352240436472,""amount1Desired"":1001003720000000000001,""amount0Min"":315755581733082320877,""amount1Min"":978834523852488781848,""deadline"":1682669554}"
0x396c47b167c8cb0898eb2f6840971b570d4817390bc4a193b24c2d83958b40b4,2023-04-28 07:54:22.000 UTC,2.7737517e+07,0,25745624903180149675490,6317339456954668503928824,"{""tokenId"":58919,""amount0Desired"":561761941805918693557,""amount1Desired"":25745624903180149675490,""amount0Min"":0,""amount1Min"":0,""deadline"":1682669650}"
0x4ba3e8014f2482bc5995faf89eb8aac20ca800c5f1bb2e44f3233001ac546737,2023-04-28 07:59:04.000 UTC,2.7737611e+07,855454483536,2267616785,196347286612,"{""tokenId"":11904,""amount0Desired"":855698588494,""amount1Desired"":2267616785,""amount0Min"":850289115055,""amount1Min"":2223165841,""deadline"":1682669908}"
0xe4e6b8e8445c3ab2bc5e456946aa82d75e4fdd3b6c7eb10f241c1fdef3338a6f,2023-04-28 08:00:46.000 UTC,2.7737645e+07,22530674318023537054199,29883085231155917454146,524165625191395187273955185,"{""tokenId"":33882,""amount0Desired"":22530711304044791081414,""amount1Desired"":29883085231155917454146,""amount0Min"":0,""amount1Min"":0,""deadline"":1682670022}"
0xce8da034164d58ee8ac4896a1eb0e837fa0493e60a70b0714f18905d319ad077,2023-04-28 08:07:39.000 UTC,2.7737781e+07,238188367485579289756,4328075182446071,41562372294870488700,"{""tokenId"":58126,""amount0Desired"":238188367485579289756,""amount1Desired"":4328075182446071,""amount0Min"":220423917821858223864,""amount1Min"":3721830529798619,""deadline"":1682670435}"
0x7b7db2d8f0c9092f8340a65c0cb97bea62fa545e954ed20755f1edc5178bf691,2023-04-28 08:15:12.000 UTC,2.7737932e+07,11051177889362271659925,178653528536443645083,1190882589603228837458469,"{""tokenId"":59537,""amount0Desired"":11051177889362271659925,""amount1Desired"":178653528536443645083,""amount0Min"":4471293053966743178987,""amount1Min"":124796467426251208763,""deadline"":1682670894}"
0x1b1118f4470958ccc9a97a0d91094b09257d0dfef8654e1bb7206c5729ec71ce,2023-04-28 08:22:48.000 UTC,2.7738084e+07,319897016287510410214,1005299999999999999999,5406608188696334517243,"{""tokenId"":59199,""amount0Desired"":319897016287510410214,""amount1Desired"":1005299999999999999999,""amount0Min"":311654082452598105846,""amount1Min"":983191106681536423845,""deadline"":1682671350}"
0xc786672f1618b2738ebf5a00b7d8e70f7fea6a4a8a55d34a6066146a38ad03a5,2023-04-28 08:25:21.000 UTC,2.7738135e+07,0,2037702001835871051084,10188509996444991204227857,"{""tokenId"":52236,""amount0Desired"":49366151277990484,""amount1Desired"":2037702001835871051084,""amount0Min"":0,""amount1Min"":0,""deadline"":1682670321}"
0x7c30e59330d0f9d880585a71cee8e95a6c5ffca71f7e99341afa1b24ef1f26f4,2023-04-28 08:26:36.000 UTC,2.773816e+07,17800000000000000000,2189919584976995096,39773971469745087024376,"{""tokenId"":59557,""amount0Desired"":17800000000000000000,""amount1Desired"":2189919584976995096,""amount0Min"":0,""amount1Min"":0,""deadline"":1682671584}"
0x4adffb9f66b604031f86343289d5be165abd9bd0077c02befbe1cf726d1d7785,2023-04-28 08:27:51.000 UTC,2.7738185e+07,558435220168340160477,11125347964843928,100715336870876791179,"{""tokenId"":58126,""amount0Desired"":558435220168340160477,""amount1Desired"":11125347964843928,""amount0Min"":515434510955654158734,""amount1Min"":9654680031357715,""deadline"":1682671650}"
0xb1260e02ef1f95bf02b305e1942aa66b6149d940dbf0bf5c10b2165e041033ac,2023-04-28 08:28:43.000 UTC,2.7738201e+07,0,1474353949335848426487,7371769737465451345440504,"{""tokenId"":52236,""amount0Desired"":35718265003735621,""amount1Desired"":1474353949335848426487,""amount0Min"":0,""amount1Min"":0,""deadline"":1682670523}"
0xc16058a53d590ed6b79982cdc68e26b9acb2eb03bc411062a3679663efbc2452,2023-04-28 08:30:13.000 UTC,2.7738231e+07,2561393002395426670,1000000000000000000,1776469970418501867892,"{""tokenId"":59563,""amount0Desired"":2561393002395426670,""amount1Desired"":1000000000000000000,""amount0Min"":1667649066764266772,""amount1Min"":117680892381190368,""deadline"":1682671798}"
0x1c29d259dd9d35e81fd0c4e09c6f063d25f600ddbc92dee1db2a94314f43276e,2023-04-28 08:31:16.000 UTC,2.7738252e+07,882343054454473435,121787220644919333,1998246692257604631679,"{""tokenId"":59557,""amount0Desired"":882343054454473435,""amount1Desired"":130226512981807459,""amount0Min"":0,""amount1Min"":0,""deadline"":1682671858}"
0x0002ffcabe9d065eba8292f261af243927122f6bc30e57a33823671671ddd04d,2023-04-28 08:31:37.000 UTC,2.7738259e+07,865980999205178640,1092992627184154854,1961191464571073895163,"{""tokenId"":59566,""amount0Desired"":865980999205178640,""amount1Desired"":1092992627184154854,""amount0Min"":0,""amount1Min"":0,""deadline"":1682671882}"
0xd93d9ba851572057777f1e0e8b63743c68810df4ffe3c6f1f9c3163a34416676,2023-04-28 08:34:01.000 UTC,2.7738307e+07,1353974225229410728532,1556905979040772093,9215005977091180356784,"{""tokenId"":59511,""amount0Desired"":1353974225229410728532,""amount1Desired"":1556905979040772093,""amount0Min"":706268849307770750183,""amount1Min"":739547140869941585,""deadline"":1682672026}"
0xd2d807e9d7ede283ea25490394121ab075399803aa7945fe27d6ff5ea6700815,2023-04-28 08:36:10.000 UTC,2.773835e+07,4924272126084238222492,128135746945631645041,745456294011537572440210,"{""tokenId"":59537,""amount0Desired"":4944175170593278091368,""amount1Desired"":128135746945631645041,""amount0Min"":822374734875803329450,""amount1Min"":94382171482750522826,""deadline"":1682672152}"
0x60222a9e11172ebcae2ea6f68424d561a17ac29786a8fcee1f831e4abdcae09a,2023-04-28 08:43:10.000 UTC,2.773849e+07,171914433752113138945,870000000000000000,3883996841928758145421,"{""tokenId"":59581,""amount0Desired"":172722370330973467354,""amount1Desired"":870000000000000000,""amount0Min"":0,""amount1Min"":328080961854243595,""deadline"":1682672575}"
0xf3af3d4c483a151d77a653be19dc56d05ace95727ce63f0c0d78f7441d803798,2023-04-28 08:47:43.000 UTC,2.7738581e+07,93091366154509807618,287773453683765848296,2515532128997450792858,"{""tokenId"":59038,""amount0Desired"":93091366154509807618,""amount1Desired"":287773453683765848296,""amount0Min"":85426469905775969037,""amount1Min"":267236268381543898005,""deadline"":1682672833}"
0xfa0a14050f037125ea8c9384e01e7e8934e1f30a7e70c66e8682419c06396edc,2023-04-28 08:51:01.000 UTC,2.7738647e+07,33992043990007346223218,5936000000000000000000,798704068460388193236464781,"{""tokenId"":59577,""amount0Desired"":34053999999999998427136,""amount1Desired"":5936000000000000000000,""amount0Min"":0,""amount1Min"":0,""deadline"":1682671876}"
0x110aaee7b227223bcd436276593d0319bd951e84437b362ed7b29b10a51ac48d,2023-04-28 08:52:25.000 UTC,2.7738675e+07,1000000000000000,831702767153362,916372366910703212,"{""tokenId"":42162,""amount0Desired"":1000000000000000,""amount1Desired"":1000000000000000,""amount0Min"":0,""amount1Min"":0,""deadline"":1682691293}"
0x132f9bf7bf9b6f2b1897c0370d82be30ea354b05bed1155a89bd965da47fc8f4,2023-04-28 08:53:01.000 UTC,2.7738687e+07,3321881489964299681850,29867307863880682182,12171788258226186815041,"{""tokenId"":59589,""amount0Desired"":3321881489964299681850,""amount1Desired"":29867307863880682182,""amount0Min"":3254685431997272104331,""amount1Min"":29316388505870610632,""deadline"":1682673160}"
0x2e216567e16498000d082f50c413b187db65e50d1bfc4f5161699c01f695a92b,2023-04-28 08:56:46.000 UTC,2.7738762e+07,135836459856424975195,1711866306918437362178,255121973720080984808394,"{""tokenId"":57641,""amount0Desired"":135836459856424975195,""amount1Desired"":1711866306918437362178,""amount0Min"":0,""amount1Min"":672991044415638664336,""deadline"":1682673394}"
0x1280392fa5530439e517eb541f38af789cdd6d70176a70c22a8231cdf0cc9932,2023-04-28 08:56:46.000 UTC,2.7738762e+07,239486915533962694,199999999999999999714,7506401143860704605430,"{""tokenId"":59531,""amount0Desired"":239486915533962694,""amount1Desired"":199999999999999999714,""amount0Min"":233760975893046317,""amount1Min"":175400002148139478317,""deadline"":1682673376}"
0x055a78df8197786c37a915814efcc465ca2cb1a8df53684485552a2e11e24925,2023-04-28 08:57:49.000 UTC,2.7738783e+07,61504511975294827,668944785420971112948,7207310197520055651940,"{""tokenId"":59595,""amount0Desired"":61504511975294827,""amount1Desired"":668944785420971112948,""amount0Min"":0,""amount1Min"":0,""deadline"":1682673454}"
0xebce89a4a35f99729ee439a0b0a7a2f06d22d067150874099946c659ced71707,2023-04-28 09:02:43.000 UTC,2.7738881e+07,217750477297528954898,390485439422563067348,12666315733946906401339,"{""tokenId"":59536,""amount0Desired"":217750477297528954898,""amount1Desired"":390485439422563067348,""amount0Min"":198357977623918130638,""amount1Min"":338907279018845237832,""deadline"":1682673739}"
0x5fc17993e932ad1a5c33ca9e4875a0d10ade12a856180851117da2d80499529b,2023-04-28 09:03:25.000 UTC,2.7738895e+07,186458621790646948511,8992316450793317353,23262592449266841360615,"{""tokenId"":59610,""amount0Desired"":186458621790646948511,""amount1Desired"":8992316450793317353,""amount0Min"":58263085015455675538,""amount1Min"":7937525560370746166,""deadline"":1682673793}"
0x13dbaa7bb4d3471671995a2b7e83daf675fe6c9d9869763ba7f1be7626bfa951,2023-04-28 09:03:52.000 UTC,2.7738904e+07,100100000000000000,1756546674689658397600,335430077806953227951,"{""tokenId"":26120,""amount0Desired"":100100000000000000,""amount1Desired"":1756546674689658397600,""amount0Min"":95217601393236561,""amount1Min"":1612875449578743791391,""deadline"":1682673817}"
0x78688358446a53530235a35fa646e5edf8ba952293dd3c1118bb4ab651f94299,2023-04-28 09:13:25.000 UTC,2.7739095e+07,15064456059975100026326,2800000000000000000000,357352277287251817919299357,"{""tokenId"":59462,""amount0Desired"":16000000000000000000000,""amount1Desired"":2800000000000000000000,""amount0Min"":0,""amount1Min"":0,""deadline"":1682697347}"
0x5adf4f7c8d9ce2d75b455716f5b3f19cee2bb2b98b23cbe7b03ab928ad64a2a5,2023-04-28 09:14:01.000 UTC,2.7739107e+07,484999999999999999939,2905297869449717014,3398303609887891242739,"{""tokenId"":59626,""amount0Desired"":484999999999999999939,""amount1Desired"":2905297869449717014,""amount0Min"":391661504983259335923,""amount1Min"":2133928158102661249,""deadline"":1682674423}"
0xb22793ecdbeff078e72a86b6a99ff1e063ed27acf01668ab498022d241efcbad,2023-04-28 09:18:19.000 UTC,2.7739193e+07,741653315154013053642,228078581220752467036,538675536026179930387567,"{""tokenId"":57827,""amount0Desired"":741653315154013053642,""amount1Desired"":228078581220752467036,""amount0Min"":0,""amount1Min"":0,""deadline"":1682674687}"
0xbdf75c9e7deb8f23c46a063755299f858635e57ad11e8d8e8d2245952a2cf199,2023-04-28 09:19:40.000 UTC,2.773922e+07,39761682091287298733,1461075432000000000,7894110381125668115461,"{""tokenId"":59634,""amount0Desired"":39767101873590348908,""amount1Desired"":1461075432000000000,""amount0Min"":0,""amount1Min"":0,""deadline"":1682674765}"
0x4811e0fc22dbbacd03104346d136b754988a6ea744c66f7ea92f5f791815e51b,2023-04-28 09:29:25.000 UTC,2.7739415e+07,360465781375414740,11935319414984116270992,115701941862350847518325,"{""tokenId"":59586,""amount0Desired"":360465781375414740,""amount1Desired"":11935319414984116270992,""amount0Min"":228070709593849443,""amount1Min"":11682548109018646017100,""deadline"":1682675347}"
0xcad55f8a1f9f7478c7ed5f05647e85cb04b67419e4aae2399e3774f6af65ed6c,2023-04-28 09:42:28.000 UTC,2.7739676e+07,36648489096125588947,54028638514789867,25727420566900954505,"{""tokenId"":39871,""amount0Desired"":36648489096125588947,""amount1Desired"":54028638514789867,""amount0Min"":36313305826609949731,""amount1Min"":53535199811876737,""deadline"":1682676127}"
0xb6e904bd3901de7b020051b488b5bc93ba5c8c18445dda645e9c25dd5cdd5095,2023-04-28 09:43:25.000 UTC,2.7739695e+07,5946568893884629193,1408437165542,67255363816271272,"{""tokenId"":58138,""amount0Desired"":5946568893884629193,""amount1Desired"":1408437165542,""amount0Min"":5861619528810181921,""amount1Min"":1395132107704,""deadline"":1682676187}"
0x41ad179b461010d693e35a4cf82a497c1ae6f76861a19b15952b74765ea8c988,2023-04-28 09:44:55.000 UTC,2.7739725e+07,310735163575653248,1748429725433203398,53998507056177087587,"{""tokenId"":59664,""amount0Desired"":310735163575653248,""amount1Desired"":1748429725433203398,""amount0Min"":255551064367257003,""amount1Min"":1419010782091626448,""deadline"":1682676280}"
0xea0bcdb4a7dd9e2d5231052cec2c267358bc2afefb6c6b3fea3fad208d37a51c,2023-04-28 09:45:07.000 UTC,2.7739729e+07,53742866140376015,1064490669361630075546,343024652582418982782,"{""tokenId"":52334,""amount0Desired"":53742866140376015,""amount1Desired"":1064490669361630075546,""amount0Min"":52676077241392498,""amount1Min"":1036929652937824216936,""deadline"":1682676292}"
0x563559945db5cd98e40c69640ca062cff2c88937124c84dc0f34a8007d87ce4a,2023-04-28 09:46:16.000 UTC,2.7739752e+07,218886801954005326,12301707404626609256,114109120015015530220,"{""tokenId"":47689,""amount0Desired"":218886801954005326,""amount1Desired"":12355974455361313216,""amount0Min"":215701650597898172,""amount1Min"":11333141515953096415,""deadline"":1682676358}"
0xed25a58d99fa544f576cacc36b228fc0dcb7c307998a57681917faf20d29f371,2023-04-28 09:47:19.000 UTC,2.7739773e+07,21472553688875468,39047810060957415635,36032367898580540444,"{""tokenId"":48057,""amount0Desired"":21472553688875468,""amount1Desired"":39047810060957415635,""amount0Min"":21060422322303822,""amount1Min"":38260631987622469143,""deadline"":1682676421}"
0xcaaba0b134c14564ef483031461fdd75c1a18e31221a4e263b33b591658ecf5c,2023-04-28 09:48:28.000 UTC,2.7739796e+07,93678045493843374795,362740563429739886,21841166060729809144,"{""tokenId"":33754,""amount0Desired"":93678045493843374795,""amount1Desired"":362740563429739886,""amount0Min"":93078315867870411165,""amount1Min"":357781551410234953,""deadline"":1682676493}"
0xb9bc8306a24016a0d96598af68369047f0c051a23cfc83b2d6aafc83fbdf83ee,2023-04-28 09:51:19.000 UTC,2.7739852e+07,24680655035630915990,95575741708602481,5754467537361854872,"{""tokenId"":33754,""amount0Desired"":24680655035630915990,""amount1Desired"":95575741708602481,""amount0Min"":24522646424327296558,""amount1Min"":94269184125446968,""deadline"":1682676663}"
0x5a4eb2bc1bb6fced73ac132fb6b39483da4ba66dbdc7b05ae89339b56fd6b221,2023-04-28 09:54:28.000 UTC,2.7739914e+07,2733402781414999994024,82230743169568207,212744792953865132753,"{""tokenId"":58548,""amount0Desired"":2733402781414999994024,""amount1Desired"":82230743169568207,""amount0Min"":2715231909982221126750,""amount1Min"":81608349489063560,""deadline"":1682676844}"
0x277a60b51b4edf5985b820b20df39aac480d0c68987aa9ed66285dd87b765d59,2023-04-28 10:01:31.000 UTC,2.7740055e+07,213431385415101623,2026827774676223303,21147899089622631178,"{""tokenId"":59455,""amount0Desired"":213431385415101623,""amount1Desired"":2026827774676223303,""amount0Min"":191855373357562702,""amount1Min"":1897598083950439852,""deadline"":1682677231}"
0x84e93ded945fce524569683a3840464f931f7e07f65099f35245d7bf576264a1,2023-04-28 10:01:37.000 UTC,2.7740057e+07,24679417222292748,4993218728435067095,10113636847884009280058,"{""tokenId"":59620,""amount0Desired"":24679417222292748,""amount1Desired"":4993218728435067095,""amount0Min"":0,""amount1Min"":0,""deadline"":1682677282}"
0xd95449cd31561e9083020a72d64c048afc9e6818b422a0bf0f7ff71e1dcdcdbc,2023-04-28 10:03:01.000 UTC,2.7740085e+07,223130862339486890878,6814110211430988,17489450659725862343,"{""tokenId"":58548,""amount0Desired"":223130862339486890878,""amount1Desired"":6814110211430988,""amount0Min"":221637849096777378949,""amount1Min"":6762917076111601,""deadline"":1682677360}"
0xfb4d1a09b30a6f598bc15c0b865de6bea80255eaa866523a688f77626691fbe2,2023-04-28 10:05:13.000 UTC,2.7740129e+07,543300932920457855,10906192019567787664,23061958686055702585687,"{""tokenId"":59620,""amount0Desired"":543300932920457855,""amount1Desired"":10906192019567787664,""amount0Min"":0,""amount1Min"":0,""deadline"":1682677501}"
0x81e8c49f956d588ee6a58b4f0fd47e3e4ed2e3f90e245fd0bd4ab633f8af0409,2023-04-28 10:05:19.000 UTC,2.7740131e+07,107865411196364532332,596574327628758515,2391058372739298153750,"{""tokenId"":59656,""amount0Desired"":126451957846094069318,""amount1Desired"":596574327628758515,""amount0Min"":13188759557757327074,""amount1Min"":241551363576982330,""deadline"":1682677504}"
0xd7a311a1f1400dd31af4581f7adb3b5106e643a06956b4cb52767cc720bcf149,2023-04-28 10:08:22.000 UTC,2.7740192e+07,620703337994078916,20056594140000000016987,194692025952685434529575,"{""tokenId"":59586,""amount0Desired"":620703337994078916,""amount1Desired"":20056594140000000016987,""amount0Min"":397921021909481326,""amount1Min"":19631256408984583772651,""deadline"":1682677690}"
0xff7879d7ff1886d367e06e2fad7ca1df7224bcaef065d17f9bfe81557897d88f,2023-04-28 10:14:46.000 UTC,2.774032e+07,4104407407803151217,12797315989534511853,33943988887320303583834,"{""tokenId"":59620,""amount0Desired"":4104407407803151217,""amount1Desired"":12797315989534511853,""amount0Min"":0,""amount1Min"":0,""deadline"":1682678071}"
0x07f58c6d127b7824e30cf57342f00b2ad48c6de94722b9fb9c9b6f6f409386ec,2023-04-28 10:16:28.000 UTC,2.7740354e+07,48772905295090476585,229000000000000000,41616035773461285567,"{""tokenId"":53075,""amount0Desired"":48874937617157383797,""amount1Desired"":229000000000000000,""amount0Min"":48645457838926560114,""amount1Min"":227109152995422987,""deadline"":1682678173}"
0xd8d2664d51bbe36b33480a49dbde99e2dda6285fcaad0e4b493cc228b6373837,2023-04-28 10:19:25.000 UTC,2.7740413e+07,85190705248457640711,400000000000000000,72690601406647684862,"{""tokenId"":53075,""amount0Desired"":85190705248457640711,""amount1Desired"":400000000000000000,""amount0Min"":84790439581413794446,""amount1Min"":396701387993028994,""deadline"":1682678350}"
0x47cde61f19e5e68d6c0f5c51226820282cb52ad630ca59d63556c6a775c289c4,2023-04-28 10:27:40.000 UTC,2.7740578e+07,1757098028585660880,84939744166570156444,896892094511676390103,"{""tokenId"":47689,""amount0Desired"":1757098028585660880,""amount1Desired"":86553901830404490134,""amount0Min"":1732000269667423666,""amount1Min"":78505122186364255877,""deadline"":1682678845}"
0x291012fb6d55123c0b74c1e975d1ad9cddc0fe4cbaeca7f68e2471dedf30248d,2023-04-28 10:28:19.000 UTC,2.7740591e+07,290715324897750569298,18519272986146730104,45771256794965569736165,"{""tokenId"":59729,""amount0Desired"":313191535800155575961,""amount1Desired"":18519272986146730104,""amount0Min"":61863811103994734155,""amount1Min"":16398563606046047828,""deadline"":1682678884}"
0xa1a8e686c55f61da9459d93f5e4d3003b69f49661150196c2951b94bb5a6423d,2023-04-28 10:31:28.000 UTC,2.7740654e+07,794997076717745928814,3058279110368398160,2704649498706442836568,"{""tokenId"":59738,""amount0Desired"":808823652372595895843,""amount1Desired"":3058279110368398160,""amount0Min"":784487765084724738332,""amount1Min"":2981991999436681853,""deadline"":1682679073}"
0x7025381786a02247b091968101e48bb235925be4699dd12f89422d2153657ad6,2023-04-28 10:32:43.000 UTC,2.7740679e+07,2021464828344259884431,19594362278756045586,79902413687734814379516,"{""tokenId"":59743,""amount0Desired"":2021464828344259884431,""amount1Desired"":19594362278756045586,""amount0Min"":1586998987525093526018,""amount1Min"":15922492994470352001,""deadline"":1682679148}"
0x1e434c537ce20c05a6529b0dda22fe0d1e2644526193af3067b96161cd2cda04,2023-04-28 10:33:25.000 UTC,2.7740693e+07,59070356990924642800,2791760467485872073,447549366632083923469,"{""tokenId"":57071,""amount0Desired"":59070356990924642800,""amount1Desired"":2791760467485872073,""amount0Min"":56637127664670618944,""amount1Min"":2771191054259734428,""deadline"":1682679187}"
0x82eaaa94220f5b67cd8fd545d6b0907bae702e0ec5ca2b33e619a83fc885b314,2023-04-28 10:37:07.000 UTC,2.7740767e+07,145822206479673163,1495478131027656727,15158142488459770968,"{""tokenId"":59455,""amount0Desired"":145822206479673163,""amount1Desired"":1495478131027656727,""amount0Min"":130375035959315706,""amount1Min"":1402743477894425365,""deadline"":1682679394}"
0xea1c07d884cf5c57e408bc5922b2edd166de354c0758a49b5a5f0fafa0e4d1a5,2023-04-28 10:36:49.000 UTC,2.7740761e+07,1000000000000000000,948532957700345318,97919124368604788195,"{""tokenId"":59728,""amount0Desired"":1000000000000000000,""amount1Desired"":948532957700345318,""amount0Min"":756052270588946204,""amount1Min"":703492788080643546,""deadline"":1682679394}"
0xd3a1e87cfdfce28247affab91b3433de8e1dc2f43a822be4e22b42aaa09c5a63,2023-04-28 10:39:34.000 UTC,2.7740816e+07,1878317203861742610,1839245821503736786,1488025183618752691409,"{""tokenId"":59746,""amount0Desired"":1878317203861742610,""amount1Desired"":1839245821503736786,""amount0Min"":0,""amount1Min"":0,""deadline"":1682679553}"
0x9f67fc8ffb9b1781064a591093f45d60021e9739b5198b4f16c34d7da072d5ac,2023-04-28 10:40:31.000 UTC,2.7740835e+07,2000000000000000000,1897065915400690636,195838248737209576390,"{""tokenId"":59728,""amount0Desired"":2000000000000000000,""amount1Desired"":1897065915400690636,""amount0Min"":1512104541177892408,""amount1Min"":1406985576161287091,""deadline"":1682679616}"
0xdbb08d9d2b5876339aeeb83037c4655807e17d3a9ab4cbbe34bf5280bf442ce0,2023-04-28 10:41:31.000 UTC,2.7740855e+07,119602146861808921285,5941825000000000,149658646809539773807,"{""tokenId"":59104,""amount0Desired"":119602146861808921285,""amount1Desired"":5941825000000000,""amount0Min"":55781761255987887918,""amount1Min"":3753845611363197,""deadline"":1682679673}"
0xc0773eaab5e3fba5ae1434834bb391a57bcb5cdd72a4eec4885a0a4243b905d9,2023-04-28 10:43:16.000 UTC,2.774089e+07,174388212646474068932,797554959520544179478,61943869683263567039675,"{""tokenId"":59765,""amount0Desired"":174388212646474068932,""amount1Desired"":809973448619995232107,""amount0Min"":79695724535281532722,""amount1Min"":552379794050801309403,""deadline"":1682679775}"
0x8444b452accc93ddd45d7bf375aab0956e4e52b476c2a14b28ce01faad6db09a,2023-04-28 10:43:25.000 UTC,2.7740893e+07,306334283645019562223,1982824976216827096,2002033572346687964900,"{""tokenId"":59762,""amount0Desired"":306334283645019562223,""amount1Desired"":2000000000000000000,""amount0Min"":251901905827012502211,""amount1Min"":1537469162451539116,""deadline"":1682679781}"
0x273e6ec253119397e019b77dbd7340c43647a815df941dac5c0117faf340c42d,2023-04-28 10:45:55.000 UTC,2.7740943e+07,29289834505411694437,133907899245589643845,10401626357267316064422,"{""tokenId"":59765,""amount0Desired"":29289834505411694437,""amount1Desired"":133907899245589643845,""amount0Min"":13542361301721192865,""amount1Min"":91073700977124485885,""deadline"":1682679943}"
0x97bae1982082644dc6290b7cfad684d24dc851af59c1ebd5997cdeda61f005d9,2023-04-28 10:52:55.000 UTC,2.7741083e+07,84643693320198120772,265619616341338321762,11009600741665383416840,"{""tokenId"":59794,""amount0Desired"":87121209510805424629,""amount1Desired"":265619616341338321762,""amount0Min"":70255528571865227723,""amount1Min"":219588163618442321586,""deadline"":1682680360}"
0x31cce8bd6e46438fd5bfc4a9b2f81a39a7d54810d1a54f5a7072cf9d1c22458d,2023-04-28 10:53:58.000 UTC,2.7741104e+07,13144390460153216346708,66015652333126611300,958851524111941946872887,"{""tokenId"":59802,""amount0Desired"":13251074011967914055110,""amount1Desired"":66015652333126611300,""amount0Min"":0,""amount1Min"":0,""deadline"":1682680426}"
0x392126b89750ba8dc40e4bafe1972a5f3befe7a815b72ce56e16e1a0bba02a6f,2023-04-28 10:55:07.000 UTC,2.7741127e+07,2136426103514038412166,15000000000000000000,194135193276584843776113,"{""tokenId"":59802,""amount0Desired"":2136426103514038412166,""amount1Desired"":15000000000000000000,""amount0Min"":0,""amount1Min"":0,""deadline"":1682680498}"
0xf1674f98e3c9358dc4f087507e3eb3f3420dfaacf3f586132c6b8cb332d7fd9f,2023-04-28 10:55:04.000 UTC,2.7741126e+07,12227779416509515927,10569698846881377297,162711038053967956006,"{""tokenId"":53016,""amount0Desired"":12227779416509515927,""amount1Desired"":10569929944662168891,""amount0Min"":11982017745026538749,""amount1Min"":9898310157930728230,""deadline"":1682680480}"
0x9412cbb9d292a22776cc3a7d69c3b2ae0e70a5a975f7e2d326f4f9467f128657,2023-04-28 10:55:16.000 UTC,2.774113e+07,4524302969296509763,16274379107897015338,634591631982586437445,"{""tokenId"":59794,""amount0Desired"":4855434684529940761,""amount1Desired"":16274379107897015338,""amount0Min"":3866731712304988102,""amount1Min"":13572445940753634731,""deadline"":1682680498}"
0x68c786cc38b27ce223cb3c2f8f4631a0e28d1f6af2cc789cb549b538a08716da,2023-04-28 10:57:55.000 UTC,2.7741183e+07,2200000000000000,198960027044017054,1405345705175133014,"{""tokenId"":59803,""amount0Desired"":2200000000000000,""amount1Desired"":198960027044017054,""amount0Min"":1833764650809422,""amount1Min"":165339454616083490,""deadline"":1682680654}"
